composer,title,npy_file_path,file_size,length_in_measures,sample_rate,use
Bach,004008b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/004008b_.npy,32,21,,
Bach,015705b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/015705b_.npy,20,13,,
Bach,066800com,Dataset/classifier/Bach/Bwv001- 400 Chorales/066800com.npy,70,45,,
Bach,007614b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/007614b_.npy,53,34,,
Bach,015905b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/015905b_.npy,25,16,,
Bach,030200b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/030200b_.npy,26,17,,
Bach,069100orn,Dataset/classifier/Bach/Bwv001- 400 Chorales/069100orn.npy,22,14,,
Bach,011308b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/011308b_.npy,25,16,,
Bach,042700b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/042700b_.npy,23,15,,
Bach,004407b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/004407b_.npy,20,13,,
Bach,011704v1,Dataset/classifier/Bach/Bwv001- 400 Chorales/011704v1.npy,23,15,,
Bach,060600b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/060600b_.npy,17,11,,
Bach,010006b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/010006b_.npy,62,40,,
Bach,039800b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/039800b_.npy,26,17,,
Bach,013705b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/013705b_.npy,29,19,,
Bach,004106b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/004106b_.npy,72,46,,
Bach,026700ba,Dataset/classifier/Bach/Bwv001- 400 Chorales/026700ba.npy,34,22,,
Bach,019710b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/019710b_.npy,25,16,,
Bach,009906b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/009906b_.npy,23,15,,
Bach,022709b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/022709b_.npy,165,106,,
Bach,043800b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/043800b_.npy,14,9,,
Bach,015804b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/015804b_.npy,26,17,,
Bach,069100b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/069100b_.npy,22,14,,
Bach,010707b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/010707b_.npy,87,56,,
Bach,029300b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/029300b_.npy,14,9,,
Bach,005708b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/005708b_.npy,29,19,,
Bach,038300b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/038300b_.npy,50,32,,
Bach,Bwv001,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv001.npy,186,119,,
Bach,014608b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/014608b_.npy,26,17,,
Bach,028500b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/028500b_.npy,20,13,,
Bach,036400b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/036400b_.npy,17,11,,
Bach,029000b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/029000b_.npy,14,9,,
Bach,024403b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/024403b_.npy,18,12,,
Bach,013807b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/013807b_.npy,73,47,,
Bach,Bwv024.6s,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv024.6s.npy,22,14,,
Bach,028400b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/028400b_.npy,23,15,,
Bach,004807b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/004807b_.npy,25,16,,
Bach,009209b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/009209b_.npy,31,20,,
Bach,004207b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/004207b_.npy,43,28,,
Bach,004106bs,Dataset/classifier/Bach/Bwv001- 400 Chorales/004106bs.npy,64,41,,
Bach,003806b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/003806b_.npy,28,18,,
Bach,Bwv016.6,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv016.6.npy,26,17,,
Bach,014907ch,Dataset/classifier/Bach/Bwv001- 400 Chorales/014907ch.npy,42,27,,
Bach,034200b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/034200b_.npy,37,24,,
Bach,Bwv028.6,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv028.6.npy,26,17,,
Bach,039500b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/039500b_.npy,20,13,,
Bach,024809b1,Dataset/classifier/Bach/Bwv001- 400 Chorales/024809b1.npy,25,16,,
Bach,043600b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/043600b_.npy,34,22,,
Bach,037300bv,Dataset/classifier/Bach/Bwv001- 400 Chorales/037300bv.npy,23,15,,
Bach,012008ba,Dataset/classifier/Bach/Bwv001- 400 Chorales/012008ba.npy,29,19,,
Bach,010107b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/010107b_.npy,20,13,,
Bach,018305b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/018305b_.npy,26,17,,
Bach,031200b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/031200b_.npy,34,22,,
Bach,024415b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/024415b_.npy,26,17,,
Bach,040900bv,Dataset/classifier/Bach/Bwv001- 400 Chorales/040900bv.npy,17,11,,
Bach,014500ba,Dataset/classifier/Bach/Bwv001- 400 Chorales/014500ba.npy,18,12,,
Bach,041400b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/041400b_.npy,25,16,,
Bach,027300b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/027300b_.npy,17,11,,
Bach,012006b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/012006b_.npy,26,17,,
Bach,Bwv011.6,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv011.6.npy,47,30,,
Bach,070000b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/070000b_.npy,90,58,,
Bach,032900b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/032900b_.npy,22,14,,
Bach,019412b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/019412b_.npy,26,17,,
Bach,029600b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/029600b_.npy,23,15,,
Bach,010107bv,Dataset/classifier/Bach/Bwv001- 400 Chorales/010107bv.npy,20,13,,
Bach,038400b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/038400b_.npy,20,13,,
Bach,Bwv029.8,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv029.8.npy,70,45,,
Bach,012206b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/012206b_.npy,25,16,,
Bach,004606b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/004606b_.npy,34,22,,
Bach,076905b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/076905b_.npy,89,57,,
Bach,032000b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/032000b_.npy,59,38,,
Bach,042100b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/042100b_.npy,17,11,,
Bach,043200b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/043200b_.npy,14,9,,
Bach,028300b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/028300b_.npy,26,17,,
Bach,018007bv,Dataset/classifier/Bach/Bwv001- 400 Chorales/018007bv.npy,31,20,,
Bach,022602b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/022602b_.npy,39,25,,
Bach,009801b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/009801b_.npy,170,109,,
Bach,019007ch,Dataset/classifier/Bach/Bwv001- 400 Chorales/019007ch.npy,51,33,,
Bach,024859b6,Dataset/classifier/Bach/Bwv001- 400 Chorales/024859b6.npy,23,15,,
Bach,Bwv020.11,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv020.11.npy,26,17,,
Bach,003907bv,Dataset/classifier/Bach/Bwv001- 400 Chorales/003907bv.npy,26,17,,
Bach,066400b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/066400b_.npy,153,98,,
Bach,039900b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/039900b_.npy,26,17,,
Bach,007706b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/007706b_.npy,28,18,,
Bach,Bwv005.7,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv005.7.npy,22,14,,
Bach,013606b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/013606b_.npy,22,14,,
Bach,017705bv,Dataset/classifier/Bach/Bwv001- 400 Chorales/017705bv.npy,28,18,,
Bach,037600b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/037600b_.npy,17,11,,
Bach,012406b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/012406b_.npy,20,13,,
Bach,065700b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/065700b_.npy,112,72,,
Bach,014004b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/014004b_.npy,117,75,,
Bach,040300b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/040300b_.npy,32,21,,
Bach,006404b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/006404b_.npy,26,17,,
Bach,065100b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/065100b_.npy,165,106,,
Bach,024410b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/024410b_.npy,20,13,,
Bach,040000b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/040000b_.npy,28,18,,
Bach,025300b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/025300b_.npy,17,11,,
Bach,004311b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/004311b_.npy,47,30,,
Bach,037500b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/037500b_.npy,17,11,,
Bach,008405b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/008405b_.npy,23,15,,
Bach,043300b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/043300b_.npy,45,29,,
Bach,011704v2,Dataset/classifier/Bach/Bwv001- 400 Chorales/011704v2.npy,23,15,,
Bach,024823b2,Dataset/classifier/Bach/Bwv001- 400 Chorales/024823b2.npy,23,15,,
Bach,011506bv,Dataset/classifier/Bach/Bwv001- 400 Chorales/011506bv.npy,22,14,,
Bach,032200b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/032200b_.npy,42,27,,
Bach,007408b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/007408b_.npy,22,14,,
Bach,033600b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/033600b_.npy,14,9,,
Bach,019007b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/019007b_.npy,51,33,,
Bach,029900b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/029900b_.npy,39,25,,
Bach,Bwv025.6v2,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv025.6v2.npy,26,17,,
Bach,064200b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/064200b_.npy,26,17,,
Bach,Bwv025.6v1,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv025.6v1.npy,26,17,,
Bach,018806b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/018806b_.npy,20,13,,
Bach,Bwv027.6,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv027.6.npy,47,30,,
Bach,039200b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/039200b_.npy,20,13,,
Bach,Bwv009.7,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv009.7.npy,23,15,,
Bach,010406bv,Dataset/classifier/Bach/Bwv001- 400 Chorales/010406bv.npy,23,15,,
Bach,065900b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/065900b_.npy,54,35,,
Bach,024528b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/024528b_.npy,25,16,,
Bach,008807b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/008807b_.npy,23,15,,
Bach,011007b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/011007b_.npy,18,12,,
Bach,022707b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/022707b_.npy,29,19,,
Bach,004507b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/004507b_.npy,26,17,,
Bach,014406b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/014406b_.npy,32,21,,
Bach,076903b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/076903b_.npy,42,27,,
Bach,033700b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/033700b_.npy,18,12,,
Bach,Bwv032.6,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv032.6.npy,26,17,,
Bach,038900b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/038900b_.npy,37,24,,
Bach,013306b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/013306b_.npy,26,17,,
Bach,036900b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/036900b_.npy,26,17,,
Bach,008305b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/008305b_.npy,20,13,,
Bach,006106b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/006106b_.npy,22,14,,
Bach,007007b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/007007b_.npy,53,34,,
Bach,024511b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/024511b_.npy,20,13,,
Bach,042200b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/042200b_.npy,20,13,,
Bach,007906b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/007906b_.npy,26,17,,
Bach,073300b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/073300b_.npy,215,138,,
Bach,017206vn,Dataset/classifier/Bach/Bwv001- 400 Chorales/017206vn.npy,32,21,,
Bach,040500b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/040500b_.npy,17,11,,
Bach,009507b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/009507b_.npy,25,16,,
Bach,043000b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/043000b_.npy,25,16,,
Bach,028600b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/028600b_.npy,11,7,,
Bach,035300b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/035300b_.npy,29,19,,
Bach,024864b6,Dataset/classifier/Bach/Bwv001- 400 Chorales/024864b6.npy,107,69,,
Bach,042900b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/042900b_.npy,25,16,,
Bach,034400b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/034400b_.npy,39,25,,
Bach,017206ch,Dataset/classifier/Bach/Bwv001- 400 Chorales/017206ch.npy,32,21,,
Bach,030400b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/030400b_.npy,39,25,,
Bach,006906b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/006906b_.npy,37,24,,
Bach,035800b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/035800b_.npy,29,19,,
Bach,010602b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/010602b_.npy,73,47,,
Bach,018707b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/018707b_.npy,43,28,,
Bach,Bwv025.6,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv025.6.npy,26,17,,
Bach,013705ch,Dataset/classifier/Bach/Bwv001- 400 Chorales/013705ch.npy,29,19,,
Bach,012705b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/012705b_.npy,20,13,,
Bach,013906b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/013906b_.npy,20,13,,
Bach,014806b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/014806b_.npy,20,13,,
Bach,024522b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/024522b_.npy,20,13,,
Bach,012606bv,Dataset/classifier/Bach/Bwv001- 400 Chorales/012606bv.npy,43,28,,
Bach,030100b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/030100b_.npy,29,19,,
Bach,042000b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/042000b_.npy,17,11,,
Bach,033300b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/033300b_.npy,23,15,,
Bach,013701b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/013701b_.npy,165,106,,
Bach,013702b_,Dataset/classifier/Bach/Bwv001- 400 Chorales/013702b_.npy,103,66,,
Bach,bsgjg_g,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv768 Chorale and Variations/bsgjg_g.npy,36,23,,
Bach,bsgjg_k,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv768 Chorale and Variations/bsgjg_k.npy,123,79,,
Bach,bsgjg_b,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv768 Chorale and Variations/bsgjg_b.npy,57,37,,
Bach,bsgjg_c,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv768 Chorale and Variations/bsgjg_c.npy,23,15,,
Bach,bsgjg_h,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv768 Chorale and Variations/bsgjg_h.npy,25,16,,
Bach,bsgjg_i,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv768 Chorale and Variations/bsgjg_i.npy,39,25,,
Bach,bsgjg_l,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv768 Chorale and Variations/bsgjg_l.npy,23,15,,
Bach,bsgjg_d,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv768 Chorale and Variations/bsgjg_d.npy,23,15,,
Bach,bsgjg_j,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv768 Chorale and Variations/bsgjg_j.npy,39,25,,
Bach,bsgjg_f,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv768 Chorale and Variations/bsgjg_f.npy,25,16,,
Bach,bsgjg_a,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv768 Chorale and Variations/bsgjg_a.npy,23,15,,
Bach,bsgjg_e,Dataset/classifier/Bach/Bwv001- 400 Chorales/Bwv768 Chorale and Variations/bsgjg_e.npy,23,15,,
Bach,2.Aus Liebe will mein Heiland sterban Soprano Aria,Dataset/classifier/Bach/Bwv244 St. Matthew Passion/2.Aus Liebe will mein Heiland sterban Soprano Aria.npy,117,75,,
Bach,"5.Erbarme dicht, mein Gott Alto Aria","Dataset/classifier/Bach/Bwv244 St. Matthew Passion/5.Erbarme dicht, mein Gott Alto Aria.npy",89,57,,
Bach,7.Ko_nnen Tra_nen meiner Wangen nichts erlangen Alto Aria,Dataset/classifier/Bach/Bwv244 St. Matthew Passion/7.Ko_nnen Tra_nen meiner Wangen nichts erlangen Alto Aria.npy,242,155,,
Bach,3.Gebt mir meinen Jesum weider Bass Aria,Dataset/classifier/Bach/Bwv244 St. Matthew Passion/3.Gebt mir meinen Jesum weider Bass Aria.npy,101,65,,t
Bach,8.Mache dich mein herz Bass Aria,Dataset/classifier/Bach/Bwv244 St. Matthew Passion/8.Mache dich mein herz Bass Aria.npy,126,81,,
Bach,4.Blute nur du liebes Herz Soprano Aria,Dataset/classifier/Bach/Bwv244 St. Matthew Passion/4.Blute nur du liebes Herz Soprano Aria.npy,115,74,,
Bach,6.Herzliebster Jesu Chorus,Dataset/classifier/Bach/Bwv244 St. Matthew Passion/6.Herzliebster Jesu Chorus.npy,18,12,,
Bach,1.Bass Aria,Dataset/classifier/Bach/Bwv244 St. Matthew Passion/1.Bass Aria.npy,101,65,,
Bach,9.O Haupt voll Blut und Wunden Chorus,Dataset/classifier/Bach/Bwv244 St. Matthew Passion/9.O Haupt voll Blut und Wunden Chorus.npy,51,33,,
Bach,10.Wir setzen uns mit Tra_nen nieder Chorus,Dataset/classifier/Bach/Bwv244 St. Matthew Passion/10.Wir setzen uns mit Tra_nen nieder Chorus.npy,201,129,,
Bach,18. Confiteor,Dataset/classifier/Bach/Bwv232 Mass/18. Confiteor.npy,393,252,,
Bach,20. Osanna ,Dataset/classifier/Bach/Bwv232 Mass/20. Osanna .npy,232,149,,t
Bach,12. Chor Credo In Unum Deum ,Dataset/classifier/Bach/Bwv232 Mass/12. Chor Credo In Unum Deum .npy,72,46,,
Bach,05. Aria For Soprano ,Dataset/classifier/Bach/Bwv232 Mass/05. Aria For Soprano .npy,100,64,,
Bach,10. Aria Quoniam,Dataset/classifier/Bach/Bwv232 Mass/10. Aria Quoniam.npy,201,129,,v
Bach,02. Christe Eleison ,Dataset/classifier/Bach/Bwv232 Mass/02. Christe Eleison .npy,134,86,,
Bach,23. Donna Nobis Pacem ,Dataset/classifier/Bach/Bwv232 Mass/23. Donna Nobis Pacem .npy,73,47,,
Bach,22. Agnus Dei,Dataset/classifier/Bach/Bwv232 Mass/22. Agnus Dei.npy,78,50,,
Bach,14. Duet In Unum ,Dataset/classifier/Bach/Bwv232 Mass/14. Duet In Unum .npy,126,81,,
Bach,13. Chor Patrem Omnipotentem ,Dataset/classifier/Bach/Bwv232 Mass/13. Chor Patrem Omnipotentem .npy,132,85,,
Bach,08. Chor Qui Tollis ,Dataset/classifier/Bach/Bwv232 Mass/08. Chor Qui Tollis .npy,79,51,,
Bach,07. Duet Domine Deus ,Dataset/classifier/Bach/Bwv232 Mass/07. Duet Domine Deus .npy,150,96,,
Bach,09. Aria Qui Sedes,Dataset/classifier/Bach/Bwv232 Mass/09. Aria Qui Sedes.npy,136,87,,
Bach,21. Benedictus ,Dataset/classifier/Bach/Bwv232 Mass/21. Benedictus .npy,90,58,,
Bach,01. Kyrie Eleison ,Dataset/classifier/Bach/Bwv232 Mass/01. Kyrie Eleison .npy,201,129,,
Bach,15. Et Incarnatus & Cricifixus,Dataset/classifier/Bach/Bwv232 Mass/15. Et Incarnatus & Cricifixus.npy,162,104,,
Bach,17. Bass Aria Et In Spritum ,Dataset/classifier/Bach/Bwv232 Mass/17. Bass Aria Et In Spritum .npy,226,145,,
Bach,16. Et Ressurexit,Dataset/classifier/Bach/Bwv232 Mass/16. Et Ressurexit.npy,206,132,,
Bach,19. Sanctus ,Dataset/classifier/Bach/Bwv232 Mass/19. Sanctus .npy,264,169,,
Bach,06. Chor Gratias Animus Tibi ,Dataset/classifier/Bach/Bwv232 Mass/06. Chor Gratias Animus Tibi .npy,73,47,,
Bach,03. Kyrie Eleison ,Dataset/classifier/Bach/Bwv232 Mass/03. Kyrie Eleison .npy,93,60,,
Bach,11. Chor Cum Sancto ,Dataset/classifier/Bach/Bwv232 Mass/11. Chor Cum Sancto .npy,201,129,,
Bach,04. Chor Gloria In Exelcis ,Dataset/classifier/Bach/Bwv232 Mass/04. Chor Gloria In Exelcis .npy,276,177,,
Bach,Counter Fugue n2,Dataset/classifier/Bach/Bwv1080 The Art Of Fugue/Counter Fugue n2.npy,247,158,,
Bach,Mirror Fugue n1,Dataset/classifier/Bach/Bwv1080 The Art Of Fugue/Mirror Fugue n1.npy,176,113,,t
Bach,Triple Fugue n2,Dataset/classifier/Bach/Bwv1080 The Art Of Fugue/Triple Fugue n2.npy,287,184,,
Bach,Canon Fugue n2,Dataset/classifier/Bach/Bwv1080 The Art Of Fugue/Canon Fugue n2.npy,161,103,,
Bach,Unfinished Fugue,Dataset/classifier/Bach/Bwv1080 The Art Of Fugue/Unfinished Fugue.npy,373,239,,
Bach,Simple Fugue Inverted Subject n1,Dataset/classifier/Bach/Bwv1080 The Art Of Fugue/Simple Fugue Inverted Subject n1.npy,114,73,,
Bach,Double Fugue n1,Dataset/classifier/Bach/Bwv1080 The Art Of Fugue/Double Fugue n1.npy,203,130,,
Bach,The Art of the Fugue BWV1080,Dataset/classifier/Bach/Bwv1080 The Art Of Fugue/The Art of the Fugue BWV1080.npy,3256,2084,,
Bach,Canon Fugue n1,Dataset/classifier/Bach/Bwv1080 The Art Of Fugue/Canon Fugue n1.npy,86,55,,v
Bach,Simple Fugue Regular Subject n1,Dataset/classifier/Bach/Bwv1080 The Art Of Fugue/Simple Fugue Regular Subject n1.npy,122,78,,
Bach,Double Fugue n2,Dataset/classifier/Bach/Bwv1080 The Art Of Fugue/Double Fugue n2.npy,187,120,,
Bach,Canon Fugue n4,Dataset/classifier/Bach/Bwv1080 The Art Of Fugue/Canon Fugue n4.npy,122,78,,
Bach,Simple Fugue Inverted Subject n2,Dataset/classifier/Bach/Bwv1080 The Art Of Fugue/Simple Fugue Inverted Subject n2.npy,215,138,,
Bach,Simple Fugue Regular Subject n2,Dataset/classifier/Bach/Bwv1080 The Art Of Fugue/Simple Fugue Regular Subject n2.npy,131,84,,
Bach,Counter Fugue n3,Dataset/classifier/Bach/Bwv1080 The Art Of Fugue/Counter Fugue n3.npy,100,64,,
Bach,Canon Fugue n3,Dataset/classifier/Bach/Bwv1080 The Art Of Fugue/Canon Fugue n3.npy,128,82,,
Bach,Counter Fugue n1,Dataset/classifier/Bach/Bwv1080 The Art Of Fugue/Counter Fugue n1.npy,140,90,,
Bach,Mirror Fugue n2,Dataset/classifier/Bach/Bwv1080 The Art Of Fugue/Mirror Fugue n2.npy,226,145,,
Bach,Triple Fugue n1,Dataset/classifier/Bach/Bwv1080 The Art Of Fugue/Triple Fugue n1.npy,293,188,,
Bach,Bwv782 Invention n11,Dataset/classifier/Bach/Bwv772-786 Two Part Inventions/Bwv782 Invention n11.npy,40,26,,
Bach,Bwv783 Invention n12 ,Dataset/classifier/Bach/Bwv772-786 Two Part Inventions/Bwv783 Invention n12 .npy,34,22,,
Bach,Bwv784 Invention n13 ,Dataset/classifier/Bach/Bwv772-786 Two Part Inventions/Bwv784 Invention n13 .npy,42,27,,
Bach,Bwv775 Invention n04,Dataset/classifier/Bach/Bwv772-786 Two Part Inventions/Bwv775 Invention n04.npy,81,52,,
Bach,Bwv774 Invention n03,Dataset/classifier/Bach/Bwv772-786 Two Part Inventions/Bwv774 Invention n03.npy,93,60,,
Bach,Bwv779 Invention n08 ,Dataset/classifier/Bach/Bwv772-786 Two Part Inventions/Bwv779 Invention n08 .npy,53,34,,
Bach,Bwv776 Invention n05,Dataset/classifier/Bach/Bwv772-786 Two Part Inventions/Bwv776 Invention n05.npy,54,35,,
Bach,Bwv777 Invention n06,Dataset/classifier/Bach/Bwv772-786 Two Part Inventions/Bwv777 Invention n06.npy,195,125,,
Bach,Bwv785 Invention n14 ,Dataset/classifier/Bach/Bwv772-786 Two Part Inventions/Bwv785 Invention n14 .npy,31,20,,
Bach,Bwv786 Invention n15,Dataset/classifier/Bach/Bwv772-786 Two Part Inventions/Bwv786 Invention n15.npy,34,22,,
Bach,Bwv778 Invention n07,Dataset/classifier/Bach/Bwv772-786 Two Part Inventions/Bwv778 Invention n07.npy,37,24,,
Bach,Bwv781 Invention n10,Dataset/classifier/Bach/Bwv772-786 Two Part Inventions/Bwv781 Invention n10.npy,50,32,,
Bach,Bwv780 Invention n09 ,Dataset/classifier/Bach/Bwv772-786 Two Part Inventions/Bwv780 Invention n09 .npy,53,34,,
Bach,Bwv772 Invention n01,Dataset/classifier/Bach/Bwv772-786 Two Part Inventions/Bwv772 Invention n01.npy,37,24,,
Bach,Bwv773 Invention n02,Dataset/classifier/Bach/Bwv772-786 Two Part Inventions/Bwv773 Invention n02.npy,42,27,,
Bach,invent11,Dataset/classifier/Bach/Bwv772-786 Two Part Inventions/Bwv772-786 Two Part Inventions/invent11.npy,37,24,,
Bach,invent8,Dataset/classifier/Bach/Bwv772-786 Two Part Inventions/Bwv772-786 Two Part Inventions/invent8.npy,53,34,,
Bach,invent3,Dataset/classifier/Bach/Bwv772-786 Two Part Inventions/Bwv772-786 Two Part Inventions/invent3.npy,95,61,,
